FİRMA NUMARASI	FİRMA ADI	İŞ YERİ	AMBAR	TÜR	MALZEME/HİZMET KODU	MASRAF MERKEZİ	TALEP NUMARASI	TALEP EDEN	TALEP TARİHİ	TALEP ONAYLAYAN	TALEP ONAY TARİHİ	TALEP AÇIKLAMA	SİPARİŞ NUMARASI	SİPARİŞİ AÇAN	SİPARİŞ TARİHİ	SİPARİŞ ONAYLAYAN	SİPARİŞ ONAY TARİHİ	SİPARİŞ MALZEME	TESLİM EVRAK NO	TESLİM TARİHİ	CARİ ÜNVANI	TESLİM ALAN	AÇIKLAMA	MİKTAR	BİRİM	ÖDEME VADESİ	PARA BİRİMİ	BİRİM FİYAT	TOPLAM	FATURAYI KAYDEDEN	FATURA KAYDETME TARİHİ	FATURA TARİHİ	FATURA NO
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.003	MEKANİK BAKIM ONARIM	T.032.000.000086	tunahan.ak	12.01.2026 13:10	ufuk.kiranli	12.01.2026 13:47	Bakım Onarım  Giderleri İşletme Binası- Gönen	S.ACM.GNN.000120	Semih Mutlu	13.01.2026 18:06	ali.baplı	14.01.2026 09:52	Bakım Onarım  Giderleri İşletme Binası- Gönen			BES AYDINLATMA SAN. VE TİC. LTD. ŞTİ.		230 VOLT KAUÇUK DİŞİ FİŞ 	10	AD	30	TL	24,36	243,6	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.003	MEKANİK BAKIM ONARIM	T.032.000.000086	tunahan.ak	12.01.2026 13:10	ufuk.kiranli	12.01.2026 13:47	Bakım Onarım  Giderleri İşletme Binası- Gönen	S.ACM.GNN.000120	Semih Mutlu	13.01.2026 18:06	ali.baplı	14.01.2026 09:52	Bakım Onarım  Giderleri İşletme Binası- Gönen			BES AYDINLATMA SAN. VE TİC. LTD. ŞTİ.		230 VOLT 3 LÜ KAUÇUK GRUP PRİZ 	5	AD	30	TL	94,92	474,6	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.003	MEKANİK BAKIM ONARIM	T.032.000.000086	tunahan.ak	12.01.2026 13:10	ufuk.kiranli	12.01.2026 13:47	Bakım Onarım  Giderleri İşletme Binası- Gönen	S.ACM.GNN.000120	Semih Mutlu	13.01.2026 18:06	ali.baplı	14.01.2026 09:52	Bakım Onarım  Giderleri İşletme Binası- Gönen			BES AYDINLATMA SAN. VE TİC. LTD. ŞTİ.		400 VOLT 5 Lİ 32 AMPER BEMİSKAUÇUK  ERKEK FİŞ	5	AD	30	TL	197,4	987	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.061	MEKANİK BAKIM ONARIM	T.032.000.000076	tunahan.ak	12.01.2026 09:23	ufuk.kiranli	12.01.2026 09:30	Atölye Giderleri Gönen	S.ACM.GNN.000121	Semih Mutlu	13.01.2026 18:21	ali.baplı	14.01.2026 09:52	Atölye Giderleri Gönen			"MERT CONTA SIZDIRMAZLIK ENDÜSTRİYEL ÜRÜNLER- MEHMET AKER
"		KLİNGRİT CONTA 1000X2000 ( 5 MM KALINLIK ) 	2	Adet	45	USD	2583,654	5167,31	*			
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.003	FORKLİFT VE İŞ MAKİNALARI GİDERLERİ	T.055.000.000111	Akhisar.Depo	14.01.2026 10:25	AKHİSAR.MUHASEBE	14.01.2026 10:32	Bakım Onarım  Giderleri İş Makinaları - Akhisar	S.ZYT.MRK.000059	Zehra Kılınç	14.01.2026 10:41	AKHİSAR.MUHASEBE	14.01.2026 13:41	Bakım Onarım  Giderleri İş Makinaları - Akhisar			SANİCA İŞ MAKİNALARI ANONİM ŞİRKETİ		ELEKTRİKLİ SANİCA MARKA YEŞİL FORKLİFT ARIZA	1	Adet	01	TL	13500	13500	ali.karakus	19.01.2026 15:56	15.01.2026 00:00	FIE2026000000031
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	730.01.030	LABORATUVAR GİDERLERİ	T.032.000.000083	antepgıda	12.01.2026 12:46	antepgıda	13.01.2026 11:33	Muhtelif Üretim Giderleri- (Merkez)%10	S.ACM.GAN.000037	okkes.yilmaz	14.01.2026 13:17	irmak.kozlu	14.01.2026 13:18	Muhtelif Üretim Giderleri- (Merkez)%10			FORMÜL LABORATUAR HİZMETLERİ GIDA KİMYA DANIŞMANLIK ÇEVRE EĞİTİM SANAYİ VE TİCARET LİMİTED ŞİRKETİ		karamel için kükürtdioksit analizi(nar sosu için)	1	AD	01	TL	612	612	SATIŞDESTEK2	22.01.2026 10:38	21.01.2026 00:00	FRM2026000000225
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	730.01.030	LABORATUVAR GİDERLERİ	T.032.000.000083	antepgıda	12.01.2026 12:46	antepgıda	13.01.2026 11:33	Muhtelif Üretim Giderleri- (Merkez)%10	S.ACM.GAN.000037	okkes.yilmaz	14.01.2026 13:17	irmak.kozlu	14.01.2026 13:18	Muhtelif Üretim Giderleri- (Merkez)%10			FORMÜL LABORATUAR HİZMETLERİ GIDA KİMYA DANIŞMANLIK ÇEVRE EĞİTİM SANAYİ VE TİCARET LİMİTED ŞİRKETİ		bacillus cereus analizi(biber için)	1	AD	01	TL	658,5	658,5	SATIŞDESTEK2	22.01.2026 10:38	21.01.2026 00:00	FRM2026000000225
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	730.01.030	LABORATUVAR GİDERLERİ	T.032.000.000083	antepgıda	12.01.2026 12:46	antepgıda	13.01.2026 11:33	Muhtelif Üretim Giderleri- (Merkez)%10	S.ACM.GAN.000037	okkes.yilmaz	14.01.2026 13:17	irmak.kozlu	14.01.2026 13:18	Muhtelif Üretim Giderleri- (Merkez)%10			FORMÜL LABORATUAR HİZMETLERİ GIDA KİMYA DANIŞMANLIK ÇEVRE EĞİTİM SANAYİ VE TİCARET LİMİTED ŞİRKETİ		koagülaz pozitif analizi(biber için)	1	AD	01	TL	705,75	705,75	SATIŞDESTEK2	22.01.2026 10:38	21.01.2026 00:00	FRM2026000000225
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	730.01.030	LABORATUVAR GİDERLERİ	T.032.000.000083	antepgıda	12.01.2026 12:46	antepgıda	13.01.2026 11:33	Muhtelif Üretim Giderleri- (Merkez)%10	S.ACM.GAN.000037	okkes.yilmaz	14.01.2026 13:17	irmak.kozlu	14.01.2026 13:18	Muhtelif Üretim Giderleri- (Merkez)%10			FORMÜL LABORATUAR HİZMETLERİ GIDA KİMYA DANIŞMANLIK ÇEVRE EĞİTİM SANAYİ VE TİCARET LİMİTED ŞİRKETİ		salmonella sp.aranması (biber için)	1	AD	01	TL	1035	1035	SATIŞDESTEK2	22.01.2026 10:38	21.01.2026 00:00	FRM2026000000225
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	730.01.030	LABORATUVAR GİDERLERİ	T.032.000.000083	antepgıda	12.01.2026 12:46	antepgıda	13.01.2026 11:33	Muhtelif Üretim Giderleri- (Merkez)%10	S.ACM.GAN.000037	okkes.yilmaz	14.01.2026 13:17	irmak.kozlu	14.01.2026 13:18	Muhtelif Üretim Giderleri- (Merkez)%10			FORMÜL LABORATUAR HİZMETLERİ GIDA KİMYA DANIŞMANLIK ÇEVRE EĞİTİM SANAYİ VE TİCARET LİMİTED ŞİRKETİ		aflatoksin ve nem analizi (biber için)	1	AD	01	TL	1788	1788	SATIŞDESTEK2	22.01.2026 10:38	21.01.2026 00:00	FRM2026000000225
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	770.01.015	İŞ SAĞLIĞI VE GÜVENLİĞİ	T.032.000.000005	ABDULLAH GÖZ	5.01.2026 13:53	okkes.yilmaz	14.01.2026 13:28	Muhtelif Yönetim Giderleri- (Merkez)%10	S.ACM.GAN.000038	okkes.yilmaz	14.01.2026 13:29	irmak.kozlu	27.01.2026 14:20	Muhtelif Yönetim Giderleri- (Merkez)%10			BÜYÜK ANADOLU ORTAK SAĞLIK GÜVENLİK VE GIDA LİMİTED ŞİRKETİ		SAĞLIK MUAYENESİ( MAVİ YAKA)	63	AD	01	TL	975	61425	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	770.01.015	İŞ SAĞLIĞI VE GÜVENLİĞİ	T.032.000.000005	ABDULLAH GÖZ	5.01.2026 13:53	okkes.yilmaz	14.01.2026 13:28	Muhtelif Yönetim Giderleri- (Merkez)%10	S.ACM.GAN.000038	okkes.yilmaz	14.01.2026 13:29	irmak.kozlu	27.01.2026 14:20	Muhtelif Yönetim Giderleri- (Merkez)%10			BÜYÜK ANADOLU ORTAK SAĞLIK GÜVENLİK VE GIDA LİMİTED ŞİRKETİ		ORTAK SAĞLIK GÜVENLİK HİZMETİ	12	AD	01	TL	11480	137760	*			
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.03.016	İŞ GÜVENLİĞİ MALZEMELERİ	T.055.000.000057	seda.emir	13.01.2026 17:40	okkes.yilmaz	14.01.2026 13:31	Alınan Hizmet İşletme (Akhisar) - %18	S.ZYT.MRK.000060	okkes.yilmaz	14.01.2026 13:32	AKHİSAR.MUHASEBE	14.01.2026 13:34	Alınan Hizmet İşletme (Akhisar) - %18			BÜYÜK ANADOLU ORTAK SAĞLIK GÜVENLİK VE GIDA LİMİTED ŞİRKETİ		Ortak Sağlık Güvenlik Hizmeti	12	Adet	01	TL	1000	12000	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	730.01.030	E-TİCARET	T.032.000.000070	antepgıda	9.01.2026 14:59	antepgıda	9.01.2026 16:46	Muhtelif Üretim Giderleri- (Merkez)%10	S.ACM.GAN.000039	okkes.yilmaz	14.01.2026 14:24	irmak.kozlu	27.01.2026 13:21	Muhtelif Üretim Giderleri- (Merkez)%10			MUHTELİF SATICILAR		hortum toplama asma aparatı (nar üretim)	3	AD	01	TL	343,6	1030,8	*			
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	MALZEME	150.01.0003	KİMYASALLAR	T.055.000.000101	Akhisar.Depo	13.01.2026 14:16	Zehra Kılınç	13.01.2026 15:46	POTASYUM SORBAT	S.ZYT.MRK.000062	Zehra Kılınç	14.01.2026 14:54	AKHİSAR.MUHASEBE	14.01.2026 18:00	POTASYUM SORBAT			YILMAZ KİMYA İNŞ.SAN.VE TİC.A.Ş.		POTASYUM SORBAT	3000	KİLOGRAM	60	EUR	421,141928	1263425,78	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.051	MEKANİK BAKIM ONARIM	T.032.000.000041	tunahan.ak	7.01.2026 17:07	Semih Mutlu	14.01.2026 16:04	Arıtma Giderleri- (Gönen)%18	S.ACM.GNN.000122	Semih Mutlu	14.01.2026 16:05	ali.baplı	15.01.2026 13:24	Arıtma Giderleri- (Gönen)%18			BURÇMETAL PLASTİK ÇELİK A.Ş.		SARI TEFLON MALZEME 170 LİK ( 1 METRE ) 	32	AD	30	TL	200	6400	khairullah.taj	23.01.2026 10:51	16.01.2026 00:00	MPC2026000000427
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	770.01.016	KIRTASİYE	T.032.000.000075	ozge.olcal	12.01.2026 11:10	ozge.olcal	14.01.2026 13:47	Muhtelif Yönetim Giderleri- (Merkez)%20	S.ACM.GAN.000040	okkes.yilmaz	14.01.2026 16:47	irmak.kozlu	15.01.2026 17:34	Muhtelif Yönetim Giderleri- (Merkez)%20			MTH MERT TEKNİK HIRDAVAT SAN VE TİC A.Ş		MARSSTAR FANLI ISITICI 2000W - MS-200	1	AD	01	TL	750	750	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	770.01.016	MATBAA İŞLERİ	T.032.000.000075	ozge.olcal	12.01.2026 11:10	ozge.olcal	14.01.2026 13:47	Muhtelif Yönetim Giderleri- (Merkez)%20	S.ACM.GAN.000041	okkes.yilmaz	14.01.2026 16:47	irmak.kozlu	27.01.2026 15:39	Muhtelif Yönetim Giderleri- (Merkez)%20			TUNA OFSET ETİKET SAN. VE TİC. LTD. ŞTİ.		GAZİANTEP ADRESLİ ACEMOĞLU GIDA SAN.VE TİC.A.Ş. MAVİ KAŞE	1	AD	60	TL	300	300	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	730.01.030	İŞ AYAKKABISI	T.032.000.000100	antepgıda	13.01.2026 15:16			Muhtelif Üretim Giderleri- (Merkez)%10	S.ACM.GAN.000043	okkes.yilmaz	14.01.2026 17:12	irmak.kozlu	28.01.2026 14:02	Muhtelif Üretim Giderleri- (Merkez)%10			ÖZKARALAR BCF İPLİK SAN VE TİC A.Ş		çelik burun ayakkabı 41 numara VEYSEL BİBER ÜRETİM	1	AD	01	TL	1181,82	1181,82	SATIŞDESTEK2	28.01.2026 15:34	21.01.2026 00:00	OZK2026000000152
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	730.01.030	İŞ AYAKKABISI	T.032.000.000100	antepgıda	13.01.2026 15:16			Muhtelif Üretim Giderleri- (Merkez)%10	S.ACM.GAN.000043	okkes.yilmaz	14.01.2026 17:12	irmak.kozlu	28.01.2026 14:02	Muhtelif Üretim Giderleri- (Merkez)%10			ÖZKARALAR BCF İPLİK SAN VE TİC A.Ş		çelik burun ayakkabı 43 numara GÜVENLİK İBRAHİM ERDOĞAN	1	AD	01	TL	1181,82	1181,82	SATIŞDESTEK2	28.01.2026 15:34	21.01.2026 00:00	OZK2026000000152
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	730.01.030	İŞ AYAKKABISI	T.032.000.000100	antepgıda	13.01.2026 15:16			Muhtelif Üretim Giderleri- (Merkez)%10	S.ACM.GAN.000043	okkes.yilmaz	14.01.2026 17:12	irmak.kozlu	28.01.2026 14:02	Muhtelif Üretim Giderleri- (Merkez)%10			ÖZKARALAR BCF İPLİK SAN VE TİC A.Ş		çelik burun ayakkabı 42 numara GÜVENLİK MEHMET ÇAVDAR	1	AD	01	TL	1181,82	1181,82	SATIŞDESTEK2	28.01.2026 15:34	21.01.2026 00:00	OZK2026000000152
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	730.01.030	İŞ AYAKKABISI	T.032.000.000100	antepgıda	13.01.2026 15:16			Muhtelif Üretim Giderleri- (Merkez)%10	S.ACM.GAN.000043	okkes.yilmaz	14.01.2026 17:12	irmak.kozlu	28.01.2026 14:02	Muhtelif Üretim Giderleri- (Merkez)%10			ÖZKARALAR BCF İPLİK SAN VE TİC A.Ş		çelik burun ayakkabı 41 numara GÜVENLİK İBRAHİM ASLAN	1	AD	01	TL	1181,82	1181,82	SATIŞDESTEK2	28.01.2026 15:34	21.01.2026 00:00	OZK2026000000152
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.051	MEKANİK BAKIM ONARIM	T.032.000.000093	tunahan.ak	12.01.2026 15:01	Semih Mutlu	14.01.2026 17:39	Arıtma Giderleri- (Gönen)%18	S.ACM.GNN.000123	Semih Mutlu	14.01.2026 17:41	ali.baplı	15.01.2026 13:43	Arıtma Giderleri- (Gönen)%18			MAR-TEK MEKANİK OTOMASYON ELEKTRİK TESİSAT İNŞAAT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ		20X50 KROM LAMA ( 3 BOY )	18	AD	30	TL	410	7380				
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.051	MEKANİK BAKIM ONARIM	T.032.000.000093	tunahan.ak	12.01.2026 15:01	Semih Mutlu	14.01.2026 17:39	Arıtma Giderleri- (Gönen)%18	S.ACM.GNN.000123	Semih Mutlu	14.01.2026 17:41	ali.baplı	15.01.2026 13:43	Arıtma Giderleri- (Gönen)%18			MAR-TEK MEKANİK OTOMASYON ELEKTRİK TESİSAT İNŞAAT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ		50X5 KROM SİLME ( 3 BOY ) 	18	AD	30	TL	380	6840				
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	258.05.011	ÇEVRE HİZMETİ	T.032.000.000063	tunahan.ak	9.01.2026 09:36	ufuk.kiranli	9.01.2026 09:45	Çevre Düzenlemesi ve Bakımı -Gönen	S.ACM.GNN.000124	Semih Mutlu	14.01.2026 17:50	ali.baplı	15.01.2026 13:24	Çevre Düzenlemesi ve Bakımı -Gönen			KAYHAN YANGIN SÖNDÜRME SİSTEMLERİ İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ		YANGIN TÜPÜ CİHAZ ASKISI DUVARA MONTE METAL ( 6-12 KG ) 	35	AD	30	TL	15	525	khairullah.taj	28.01.2026 14:57	26.01.2026 00:00	EFT2026000000031
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	MALZEME	150.05.062	ETİKET	T.032.000.000109	antepgıda	14.01.2026 16:27	antepgıda	14.01.2026 16:27	ETİKET 1/1 NAR EKŞİSİ	S.ACM.GAN.000044	okkes.yilmaz	14.01.2026 17:53	irmak.kozlu	14.01.2026 17:53	ETİKET 1/1 NAR EKŞİSİ	10137	27.01.2026 13:26	TUNA OFSET ETİKET SAN. VE TİC. LTD. ŞTİ.	antepgıda	700 g nar ekşili sos pp opak	80000	AD	60	EUR	0,653323	52265,84	*			
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.03.008	KİMYASALLAR	T.055.000.000068	sevgi.gonullu	13.01.2026 09:19	Zehra Kılınç	15.01.2026 09:41	Muhtelif Üretim Giderleri - (Akhisar)%18	S.ZYT.MRK.000063	Zehra Kılınç	15.01.2026 09:43	AKHİSAR.MUHASEBE	15.01.2026 09:44	Muhtelif Üretim Giderleri - (Akhisar)%18			BELKİM KİMYEVİ MADDELER TİC.VE SAN.A.Ş.		maestrowin ultra (5palet)	3600	Kilogram	60	TL	66	237600	*			
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.03.008	KİMYASALLAR	T.055.000.000068	sevgi.gonullu	13.01.2026 09:19	Zehra Kılınç	15.01.2026 09:41	Muhtelif Üretim Giderleri - (Akhisar)%18	S.ZYT.MRK.000063	Zehra Kılınç	15.01.2026 09:43	AKHİSAR.MUHASEBE	15.01.2026 09:44	Muhtelif Üretim Giderleri - (Akhisar)%18			BELKİM KİMYEVİ MADDELER TİC.VE SAN.A.Ş.		maestrowin 99 (5 PALET)	4140	Kilogram	60	TL	40	165600	*			
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	HIRDAVAT	T.055.000.000003	mehmet.urun	5.01.2026 17:48	Zehra Kılınç	15.01.2026 10:47	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000064	Zehra Kılınç	15.01.2026 10:52	AKHİSAR.MUHASEBE	22.01.2026 18:02	Bakım Onarım Giderleri Makina Tesisat - Akhisar			AKMAN HIRDAVAT SANAYİ TİCARET LİMİTED ŞİRKETİ		SELÜLOZİK TİNER 1 TENEKE (ATÖLYE GENEL EKSİK)	1	Adet	60	TL	950	950	ali.karakus	27.01.2026 09:18	21.01.2026 00:00	AKM2026000000207
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	HIRDAVAT	T.055.000.000003	mehmet.urun	5.01.2026 17:48	Zehra Kılınç	15.01.2026 10:47	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000064	Zehra Kılınç	15.01.2026 10:52	AKHİSAR.MUHASEBE	22.01.2026 18:02	Bakım Onarım Giderleri Makina Tesisat - Akhisar			AKMAN HIRDAVAT SANAYİ TİCARET LİMİTED ŞİRKETİ		ANTİPAS BOYA SELÜLOZİK 1 TENEKE (ATÖLYE GENEL EKSİK)	1	Adet	60	TL	1050	1050	ali.karakus	27.01.2026 09:18	21.01.2026 00:00	AKM2026000000207
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	HIRDAVAT	T.055.000.000003	mehmet.urun	5.01.2026 17:48	Zehra Kılınç	15.01.2026 10:47	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000064	Zehra Kılınç	15.01.2026 10:52	AKHİSAR.MUHASEBE	22.01.2026 18:02	Bakım Onarım Giderleri Makina Tesisat - Akhisar			AKMAN HIRDAVAT SANAYİ TİCARET LİMİTED ŞİRKETİ		BEYAZ ENDÜSTRİYAL BOYA 1 TENEKE (ATÖLYE GENEL EKSİK)	1	Adet	60	TL	2350	2350	ali.karakus	27.01.2026 09:18	21.01.2026 00:00	AKM2026000000207
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	HIRDAVAT	T.055.000.000003	mehmet.urun	5.01.2026 17:48	Zehra Kılınç	15.01.2026 10:47	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000064	Zehra Kılınç	15.01.2026 10:52	AKHİSAR.MUHASEBE	22.01.2026 18:02	Bakım Onarım Giderleri Makina Tesisat - Akhisar			AKMAN HIRDAVAT SANAYİ TİCARET LİMİTED ŞİRKETİ		SELSİL MONTAJ KÖPÜĞÜ 2 KOLİ (ATÖLYE GENEL EKSİK)	2	Adet	60	TL	1302,4	2604,8	ali.karakus	27.01.2026 09:18	21.01.2026 00:00	AKM2026000000207
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	HIRDAVAT	T.055.000.000003	mehmet.urun	5.01.2026 17:48	Zehra Kılınç	15.01.2026 10:47	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000064	Zehra Kılınç	15.01.2026 10:52	AKHİSAR.MUHASEBE	22.01.2026 18:02	Bakım Onarım Giderleri Makina Tesisat - Akhisar			AKMAN HIRDAVAT SANAYİ TİCARET LİMİTED ŞİRKETİ		TİLKİ KUYRUĞU TESTERE AĞZI (ATÖLYE GENEL EKSİK)	20	Adet	60	TL	67	1340	ali.karakus	27.01.2026 09:18	21.01.2026 00:00	AKM2026000000207
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	HIRDAVAT	T.055.000.000003	mehmet.urun	5.01.2026 17:48	Zehra Kılınç	15.01.2026 10:47	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000064	Zehra Kılınç	15.01.2026 10:52	AKHİSAR.MUHASEBE	22.01.2026 18:02	Bakım Onarım Giderleri Makina Tesisat - Akhisar			AKMAN HIRDAVAT SANAYİ TİCARET LİMİTED ŞİRKETİ		SELSİL POLİÜRETEN KÖPÜK (ATÖLYE GENEL EKSİK) 2 KOLİ	2	Adet	60	TL	1302,4	2604,8	ali.karakus	27.01.2026 09:18	21.01.2026 00:00	AKM2026000000207
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	HIRDAVAT	T.055.000.000003	mehmet.urun	5.01.2026 17:48	Zehra Kılınç	15.01.2026 10:47	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000064	Zehra Kılınç	15.01.2026 10:52	AKHİSAR.MUHASEBE	22.01.2026 18:02	Bakım Onarım Giderleri Makina Tesisat - Akhisar			AKMAN HIRDAVAT SANAYİ TİCARET LİMİTED ŞİRKETİ		KALE BÜYÜK BOY ASMA KİLİT	10	Adet	60	TL	224	2240	ali.karakus	27.01.2026 09:18	21.01.2026 00:00	AKM2026000000207
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	HIRDAVAT	T.055.000.000003	mehmet.urun	5.01.2026 17:48	Zehra Kılınç	15.01.2026 10:47	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000064	Zehra Kılınç	15.01.2026 10:52	AKHİSAR.MUHASEBE	22.01.2026 18:02	Bakım Onarım Giderleri Makina Tesisat - Akhisar			AKMAN HIRDAVAT SANAYİ TİCARET LİMİTED ŞİRKETİ		2 1/2 M8 TİJLİ KELEPÇE	40	Adet	60	TL	32	1280	ali.karakus	27.01.2026 09:18	21.01.2026 00:00	AKM2026000000207
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	HIRDAVAT	T.055.000.000003	mehmet.urun	5.01.2026 17:48	Zehra Kılınç	15.01.2026 10:47	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000064	Zehra Kılınç	15.01.2026 10:52	AKHİSAR.MUHASEBE	22.01.2026 18:02	Bakım Onarım Giderleri Makina Tesisat - Akhisar			AKMAN HIRDAVAT SANAYİ TİCARET LİMİTED ŞİRKETİ		BEYAZ DAYSON (ATÖLYE GENEL EKSİK)	24	Adet	60	TL	156	3744	ali.karakus	27.01.2026 09:18	21.01.2026 00:00	AKM2026000000207
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	HIRDAVAT	T.055.000.000003	mehmet.urun	5.01.2026 17:48	Zehra Kılınç	15.01.2026 10:47	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000064	Zehra Kılınç	15.01.2026 10:52	AKHİSAR.MUHASEBE	22.01.2026 18:02	Bakım Onarım Giderleri Makina Tesisat - Akhisar			AKMAN HIRDAVAT SANAYİ TİCARET LİMİTED ŞİRKETİ		DEKUPAJ UCU (ATÖLYE GENEL EKSİK)	30	Adet	60	TL	12,5	375	ali.karakus	27.01.2026 09:18	21.01.2026 00:00	AKM2026000000207
