FİRMA NUMARASI	FİRMA ADI	İŞ YERİ	AMBAR	TÜR	MALZEME/HİZMET KODU	MASRAF MERKEZİ	TALEP NUMARASI	TALEP EDEN	TALEP TARİHİ	TALEP ONAYLAYAN	TALEP ONAY TARİHİ	TALEP AÇIKLAMA	SİPARİŞ NUMARASI	SİPARİŞİ AÇAN	SİPARİŞ TARİHİ	SİPARİŞ ONAYLAYAN	SİPARİŞ ONAY TARİHİ	SİPARİŞ MALZEME	TESLİM EVRAK NO	TESLİM TARİHİ	CARİ ÜNVANI	TESLİM ALAN	AÇIKLAMA	MİKTAR	BİRİM	ÖDEME VADESİ	PARA BİRİMİ	BİRİM FİYAT	TOPLAM	FATURAYI KAYDEDEN	FATURA KAYDETME TARİHİ	FATURA TARİHİ	FATURA NO
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.001	MEKANİK BAKIM ONARIM	T.032.003.000062	tunahan.ak	21.01.2026 12:23	ufuk.kiranli	21.01.2026 15:28	Bakım Onarım Giderleri Makina Tesisat-Gönen	S.ACM.GNN.000165	Semih Mutlu	23.01.2026 15:15	ali.baplı	23.01.2026 15:28	Bakım Onarım Giderleri Makina Tesisat-Gönen			NİĞDELİLER DEMİR TİC. ŞEFİK TÜRK		M16 SOMUN KROM	100	AD	30	TL	18,33	1833				
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.001	MEKANİK BAKIM ONARIM	T.032.003.000062	tunahan.ak	21.01.2026 12:23	ufuk.kiranli	21.01.2026 15:28	Bakım Onarım Giderleri Makina Tesisat-Gönen	S.ACM.GNN.000165	Semih Mutlu	23.01.2026 15:15	ali.baplı	23.01.2026 15:28	Bakım Onarım Giderleri Makina Tesisat-Gönen			NİĞDELİLER DEMİR TİC. ŞEFİK TÜRK		M16 PUL 	100	AD	30	TL	4,17	417				
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.001	MEKANİK BAKIM ONARIM	T.032.003.000069	tunahan.ak	21.01.2026 12:24	ufuk.kiranli	21.01.2026 15:28	Bakım Onarım Giderleri Makina Tesisat-Gönen	S.ACM.GNN.000166	Semih Mutlu	23.01.2026 15:23	ali.baplı	23.01.2026 15:28	Bakım Onarım Giderleri Makina Tesisat-Gönen			UZUNOĞULLARI YEDEK PARÇA HIRDAVAT İNŞ.OTOM.TAR.VE HAYV.SAN.TİC.LTD.ŞTİ		SENTETİK TİNER (2 TENEKE )	2	AD	30	TL	835	1670				
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.001	MEKANİK BAKIM ONARIM	T.032.003.000056	tunahan.ak	21.01.2026 11:59	ufuk.kiranli	21.01.2026 15:28	Bakım Onarım Giderleri Makina Tesisat-Gönen	S.ACM.GNN.000167	Semih Mutlu	23.01.2026 15:35	ali.baplı	23.01.2026 16:05	Bakım Onarım Giderleri Makina Tesisat-Gönen			MANİSA TEKNİK HIRDAVAT TİCARET LİMİTED ŞİRKETİ		DERİ KAPAKLI KAYNAKÇI BAŞ. ( ACİL )	2	AD	30	TL	540	1080	khairullah.taj	28.01.2026 14:37	23.01.2026 00:00	MTH2026000000182
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.009	BOYA MALZEMELERİ	T.032.000.000150	tunahan.ak	20.01.2026 10:32	ufuk.kiranli	20.01.2026 11:05	Bakım Onarım  Giderleri Evaparatör Bölüm- Gönen	S.ACM.GNN.000168	Semih Mutlu	23.01.2026 15:35	ali.baplı	23.01.2026 16:05	Bakım Onarım  Giderleri Evaparatör Bölüm- Gönen			NİĞDELİLER DEMİR TİC. ŞEFİK TÜRK		PAMUKKALE AKİŞ ALÜMİNYUM YALDIZ BOYA ( 12 KG )	1	AD	30	TL	2500	2500				
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.001	MEKANİK BAKIM ONARIM	T.032.003.000119	tunahan.ak	23.01.2026 15:43	murat.boztaş	23.01.2026 15:47	Bakım Onarım Giderleri Makina Tesisat-Gönen	S.ACM.GNN.000169	Semih Mutlu	23.01.2026 15:55	ali.baplı	23.01.2026 16:05	Bakım Onarım Giderleri Makina Tesisat-Gönen			MANİSA TEKNİK HIRDAVAT TİCARET LİMİTED ŞİRKETİ		3.20X300 MM GEKA ELOX 308 L ( 10 PAKET )	10	AD	30	TL	820	8200	khairullah.taj	28.01.2026 14:41	23.01.2026 00:00	MTH2026000000181
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.007	MEKANİK BAKIM ONARIM	T.032.000.000145	tunahan.ak	19.01.2026 16:32	ufuk.kiranli	20.01.2026 08:29	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen	S.ACM.GNN.000170	Semih Mutlu	23.01.2026 16:48	ali.baplı	23.01.2026 17:45	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen			MAR-TEK MEKANİK OTOMASYON ELEKTRİK TESİSAT İNŞAAT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ		1 PARMAK KROM DİRSEK 	10	AD	30	TL	48	480	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.007	MEKANİK BAKIM ONARIM	T.032.000.000145	tunahan.ak	19.01.2026 16:32	ufuk.kiranli	20.01.2026 08:29	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen	S.ACM.GNN.000170	Semih Mutlu	23.01.2026 16:48	ali.baplı	23.01.2026 17:45	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen			MAR-TEK MEKANİK OTOMASYON ELEKTRİK TESİSAT İNŞAAT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ		1 PARMAK KROM T 	10	AD	30	TL	60	600	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.007	MEKANİK BAKIM ONARIM	T.032.000.000145	tunahan.ak	19.01.2026 16:32	ufuk.kiranli	20.01.2026 08:29	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen	S.ACM.GNN.000170	Semih Mutlu	23.01.2026 16:48	ali.baplı	23.01.2026 17:45	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen			MAR-TEK MEKANİK OTOMASYON ELEKTRİK TESİSAT İNŞAAT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ		2,5 PARMAK KÜRESEL VANA KROM	3	AD	30	TL	2100	6300	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.007	MEKANİK BAKIM ONARIM	T.032.000.000145	tunahan.ak	19.01.2026 16:32	ufuk.kiranli	20.01.2026 08:29	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen	S.ACM.GNN.000170	Semih Mutlu	23.01.2026 16:48	ali.baplı	23.01.2026 17:45	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen			MAR-TEK MEKANİK OTOMASYON ELEKTRİK TESİSAT İNŞAAT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ		2,5 PARMAK ÇEKVALF KROM	3	AD	30	TL	2900	8700	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.007	MEKANİK BAKIM ONARIM	T.032.000.000145	tunahan.ak	19.01.2026 16:32	ufuk.kiranli	20.01.2026 08:29	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen	S.ACM.GNN.000170	Semih Mutlu	23.01.2026 16:48	ali.baplı	23.01.2026 17:45	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen			MAR-TEK MEKANİK OTOMASYON ELEKTRİK TESİSAT İNŞAAT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ		2,5 PARMAK BORU NİPEL KROM ÇİFT TARAFLI 	4	AD	30	TL	250	1000	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.007	MEKANİK BAKIM ONARIM	T.032.000.000145	tunahan.ak	19.01.2026 16:32	ufuk.kiranli	20.01.2026 08:29	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen	S.ACM.GNN.000170	Semih Mutlu	23.01.2026 16:48	ali.baplı	23.01.2026 17:45	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen			MAR-TEK MEKANİK OTOMASYON ELEKTRİK TESİSAT İNŞAAT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ		2,5 PARMAK NİPEL KROM TEK TARAFLI	4	AD	30	TL	210	840	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.007	MEKANİK BAKIM ONARIM	T.032.000.000145	tunahan.ak	19.01.2026 16:32	ufuk.kiranli	20.01.2026 08:29	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen	S.ACM.GNN.000170	Semih Mutlu	23.01.2026 16:48	ali.baplı	23.01.2026 17:45	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen			MAR-TEK MEKANİK OTOMASYON ELEKTRİK TESİSAT İNŞAAT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ		2,5 PARMAK REKOR KALIN DİŞ KROM	4	AD	30	TL	800	3200	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.007	MEKANİK BAKIM ONARIM	T.032.000.000145	tunahan.ak	19.01.2026 16:32	ufuk.kiranli	20.01.2026 08:29	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen	S.ACM.GNN.000170	Semih Mutlu	23.01.2026 16:48	ali.baplı	23.01.2026 17:45	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen			MAR-TEK MEKANİK OTOMASYON ELEKTRİK TESİSAT İNŞAAT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ		2,5 DAN 2 YE REDÜKSİYON KROM	5	AD	30	TL	240	1200	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.007	MEKANİK BAKIM ONARIM	T.032.000.000145	tunahan.ak	19.01.2026 16:32	ufuk.kiranli	20.01.2026 08:29	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen	S.ACM.GNN.000170	Semih Mutlu	23.01.2026 16:48	ali.baplı	23.01.2026 17:45	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen			MAR-TEK MEKANİK OTOMASYON ELEKTRİK TESİSAT İNŞAAT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ		2,5 PARMAK T KROM 	3	AD	30	TL	390	1170	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.007	MEKANİK BAKIM ONARIM	T.032.000.000145	tunahan.ak	19.01.2026 16:32	ufuk.kiranli	20.01.2026 08:29	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen	S.ACM.GNN.000170	Semih Mutlu	23.01.2026 16:48	ali.baplı	23.01.2026 17:45	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen			MAR-TEK MEKANİK OTOMASYON ELEKTRİK TESİSAT İNŞAAT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ		2 PARMAK T KROM	2	AD	30	TL	280	560	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.007	MEKANİK BAKIM ONARIM	T.032.000.000145	tunahan.ak	19.01.2026 16:32	ufuk.kiranli	20.01.2026 08:29	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen	S.ACM.GNN.000170	Semih Mutlu	23.01.2026 16:48	ali.baplı	23.01.2026 17:45	Bakım Onarım  Giderleri Dolum Ünitesİ- Gönen			MAR-TEK MEKANİK OTOMASYON ELEKTRİK TESİSAT İNŞAAT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ		90 LIK DEMİR DİRSEK 	3	AD	30	TL	80	240	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.001	ELEKTRİK MALZEMELERİ	T.032.003.000077	tunahan.ak	21.01.2026 12:28	tunahan.ak	23.01.2026 17:04	Bakım Onarım Giderleri Makina Tesisat-Gönen	S.ACM.GNN.000171	Semih Mutlu	23.01.2026 17:36	ali.baplı	23.01.2026 17:45	Bakım Onarım Giderleri Makina Tesisat-Gönen			KRC ELEKTRO MARKET SANAYİ VE TİCARET ANONİM ŞİRKETİ		FASTON TİP KABLO YÜSÜĞÜ ( 1 KUTU ) STANDART BOY	200	AD	30	TL	0,902	180,4	*			
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.03.012	LABORATUVAR GİDERLERİ	T.055.000.000154	sevgi.gonullu	13.01.2026 17:54	sevgi.gonullu	23.01.2026 14:13	Laboratuar Giderleri - (Akhisar) 	S.ZYT.MRK.000087	Zehra Kılınç	26.01.2026 09:04	AKHİSAR.MUHASEBE	26.01.2026 09:04	Laboratuar Giderleri - (Akhisar) 			İNTERLAB LABORATUAR ÜRÜNLERİ SAN.VE TİC.A.Ş.		vial (hplc)(5 paket 100lu)	500	AD	01	EUR	4,53858975	2269,29				
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.03.012	LABORATUVAR GİDERLERİ	T.055.000.000154	sevgi.gonullu	13.01.2026 17:54	sevgi.gonullu	23.01.2026 14:13	Laboratuar Giderleri - (Akhisar) 	S.ZYT.MRK.000087	Zehra Kılınç	26.01.2026 09:04	AKHİSAR.MUHASEBE	26.01.2026 09:04	Laboratuar Giderleri - (Akhisar) 			İNTERLAB LABORATUAR ÜRÜNLERİ SAN.VE TİC.A.Ş.		0,22lik pvdf şırınga ucu filtre	500	AD	01	EUR	12,75369075	6376,85				
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.03.012	LABORATUVAR GİDERLERİ	T.055.000.000154	sevgi.gonullu	13.01.2026 17:54	sevgi.gonullu	23.01.2026 14:13	Laboratuar Giderleri - (Akhisar) 	S.ZYT.MRK.000087	Zehra Kılınç	26.01.2026 09:04	AKHİSAR.MUHASEBE	26.01.2026 09:04	Laboratuar Giderleri - (Akhisar) 			İNTERLAB LABORATUAR ÜRÜNLERİ SAN.VE TİC.A.Ş.		vial kapağı	500	AD	01	EUR	3,37224825	1686,12				
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	770.01.016	E-TİCARET	T.032.000.000154	SATIŞDESTEK2	21.01.2026 15:45	mustafa.karkıner	21.01.2026 17:02	Muhtelif Yönetim Giderleri- (Merkez)%20	S.ACM.GAN.000058	okkes.yilmaz	26.01.2026 09:54	irmak.kozlu	28.01.2026 15:24	Muhtelif Yönetim Giderleri- (Merkez)%20			MUHTELİF SATICILAR		SABİT TELEFON/KAREL TM 145	4	AD	01	TL	1250	5000	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	770.01.056	E-TİCARET	T.032.000.000153	antepgıda	21.01.2026 11:43	antepgıda	22.01.2026 11:58	KIRTASİYE GİDERLERİ(MERKEZ)-%10	S.ACM.GAN.000059	okkes.yilmaz	26.01.2026 11:43	irmak.kozlu	26.01.2026 11:43	KIRTASİYE GİDERLERİ(MERKEZ)-%10			MUHTELİF SATICILAR		casıo marka GZ-12S masa üstü hesap makinası 	2	AD	01	TL	334,58	669,16	*			
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	MALZEME	150.01.0221	KAPAK KULP	T.055.000.000109	Akhisar.Depo	23.01.2026 09:38	evren.akinci	23.01.2026 10:53	KAPAK - TENEKE 10/1 (135LİK)	S.ZYT.MRK.000088	Zehra Kılınç	26.01.2026 13:50	AKHİSAR.MUHASEBE	26.01.2026 13:50	KAPAK - TENEKE 10/1 (135LİK)	BNI2026000000397	27.01.2026 09:03	BANTAŞ BANDIRMA AMBALAJ SAN. TİC.A.Ş.	Akhisar.Depo	SİBOPLU 	2000	AD	90	USD	17,28144	34562,88	ali.karakus	28.01.2026 09:18	26.01.2026 00:00	BNT2026000000415
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	MEKANİK BAKIM ONARIM	T.055.000.000089	mehmet.urun	20.01.2026 18:03	Zehra Kılınç	26.01.2026 14:52	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000089	Zehra Kılınç	26.01.2026 14:53	AKHİSAR.MUHASEBE	26.01.2026 14:54	Bakım Onarım Giderleri Makina Tesisat - Akhisar			AYBER TEKNİK POMPA TİCARET LİMİTED ŞİRKETİ		SU ÇEKTİRME POMPASI PLASTİK REKOR	2	Adet	01	TL	800	1600				
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	HIRDAVAT	T.055.000.000097	mehmet.urun	13.01.2026 11:31	AKHİSAR.MUHASEBE	13.01.2026 15:25	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000090	Zehra Kılınç	26.01.2026 15:13	AKHİSAR.MUHASEBE	26.01.2026 15:13	Bakım Onarım Giderleri Makina Tesisat - Akhisar			SOMGAZ SOMA SANAYİ GAZLARI HIRDAVAT NALBURİYE İNŞAAT SARRAFİYE ZİRAİ İLAÇ ALET TOHUM GÜBRE KÖMÜR PETROL ÜRÜNLERİ NAKLİYE SANAYİ VE TİCARET LİMİTED ŞİRKETİ		karbon dioksit büyük boy kaynak tüpü[ atolye kaynak makinesi]	1	Adet	01	TL	8125,01	8125,01	*			
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.002	MEKANİK BAKIM ONARIM	T.055.000.00004	mehmet.urun	26.01.2026 11:48	evren.akinci	26.01.2026 14:40	Bakım Onarım  Giderleri İşletme Binası - Akhisar	S.ZYT.MRK.000091	Zehra Kılınç	26.01.2026 15:53	AKHİSAR.MUHASEBE	26.01.2026 15:53	Bakım Onarım  Giderleri İşletme Binası - Akhisar			ENES AÇIKGÖZ - TUĞRA ISI		pompa modifiye	1	Adet	01	TL	105000	105000				
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.02.001	ELEKTRİK MALZEMELERİ	T.055.000.000095	mehmet.urun	22.01.2026 17:31	evren.akinci	23.01.2026 10:53	Bakım Onarım Giderleri Makina Tesisat - Akhisar	S.ZYT.MRK.000092	Zehra Kılınç	26.01.2026 16:14	AKHİSAR.MUHASEBE	26.01.2026 16:15	Bakım Onarım Giderleri Makina Tesisat - Akhisar			BİROL ÇELİK		KUYULAR KEÇE BAKIMINA GİDECEK MOTOR (MOTOR TESLİM EDİLECEKTİR)	1	Adet	01	TL	1000	1000	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gaziantep	Gaziantep	HİZMET	730.01.030	HIRDAVAT	T.032.000.000102	antepgıda	14.01.2026 14:11	okkes.yilmaz	26.01.2026 16:48	Muhtelif Üretim Giderleri- (Merkez)%10	S.ACM.GAN.000060	okkes.yilmaz	26.01.2026 16:49	irmak.kozlu	26.01.2026 16:50	Muhtelif Üretim Giderleri- (Merkez)%10			ÜSTÜN METAL (RIZA üSTÜN)		DEMİR ÇELİK İŞLERİ	9000	KĞ	01	TL	58,33	524970				
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.03.008	KIRTASİYE	T.055.000.000100	Akhisar.Depo	13.01.2026 11:13	Akhisar.Depo	26.01.2026 16:33	Muhtelif Üretim Giderleri - (Akhisar)%18	S.ZYT.MRK.000094	Zehra Kılınç	26.01.2026 16:54	AKHİSAR.MUHASEBE	28.01.2026 11:02	Muhtelif Üretim Giderleri - (Akhisar)%18			TURGAY ÜGE		PENSAN MAVİ TÜKENMEZ KALEM(4 KUTU)	100	Adet	01	TL	6,38	638	ali.karakus	28.01.2026 11:13	27.01.2026 00:00	GVN2026000000034
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.03.008	KIRTASİYE	T.055.000.000100	Akhisar.Depo	13.01.2026 11:13	Akhisar.Depo	26.01.2026 16:33	Muhtelif Üretim Giderleri - (Akhisar)%18	S.ZYT.MRK.000094	Zehra Kılınç	26.01.2026 16:54	AKHİSAR.MUHASEBE	28.01.2026 11:02	Muhtelif Üretim Giderleri - (Akhisar)%18			TURGAY ÜGE		FABER CASTEL MARKER MULTIMARK M SİYAH (4 KUTU)	40	Adet	01	TL	60	2400	ali.karakus	28.01.2026 11:13	27.01.2026 00:00	GVN2026000000034
55	2022-2026 ÖNCÜ ZEYTİNCİLİK GIDA VE SAN. TİC. A.Ş.	Merkez	Akhisar	HİZMET	730.03.008	KIRTASİYE	T.055.000.000100	Akhisar.Depo	13.01.2026 11:13	Akhisar.Depo	26.01.2026 16:33	Muhtelif Üretim Giderleri - (Akhisar)%18	S.ZYT.MRK.000094	Zehra Kılınç	26.01.2026 16:54	AKHİSAR.MUHASEBE	28.01.2026 11:02	Muhtelif Üretim Giderleri - (Akhisar)%18			TURGAY ÜGE		FABER CASTEL MARKER MULTIMARK M KIRMIZI (1 KUTU)	10	Adet	01	TL	60	600	ali.karakus	28.01.2026 11:13	27.01.2026 00:00	GVN2026000000034
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.061	MEKANİK BAKIM ONARIM	T.032.003.000102	tunahan.ak	23.01.2026 09:23	murat.boztaş	23.01.2026 14:41	Atölye Giderleri Gönen	S.ACM.GNN.000172	Semih Mutlu	27.01.2026 09:13	ali.baplı	27.01.2026 15:33	Atölye Giderleri Gönen			MANİSA TEKNİK HIRDAVAT TİCARET LİMİTED ŞİRKETİ		10 NUMARA İZELTAŞ DÜZ - YILDIZ ANAHTAR 	5	Adet	30	TL	94	470	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.061	MEKANİK BAKIM ONARIM	T.032.003.000102	tunahan.ak	23.01.2026 09:23	murat.boztaş	23.01.2026 14:41	Atölye Giderleri Gönen	S.ACM.GNN.000172	Semih Mutlu	27.01.2026 09:13	ali.baplı	27.01.2026 15:33	Atölye Giderleri Gönen			MANİSA TEKNİK HIRDAVAT TİCARET LİMİTED ŞİRKETİ		13 NUMARA İZELTAŞ DÜZ - YILDIZ ANAHTAR	5	Adet	30	TL	105,12	525,6	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.061	MEKANİK BAKIM ONARIM	T.032.003.000102	tunahan.ak	23.01.2026 09:23	murat.boztaş	23.01.2026 14:41	Atölye Giderleri Gönen	S.ACM.GNN.000172	Semih Mutlu	27.01.2026 09:13	ali.baplı	27.01.2026 15:33	Atölye Giderleri Gönen			MANİSA TEKNİK HIRDAVAT TİCARET LİMİTED ŞİRKETİ		17 NUMARA İZELTAŞ DÜZ - YILDIZ ANAHTAR	5	Adet	30	TL	139,2	696	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.061	MEKANİK BAKIM ONARIM	T.032.003.000102	tunahan.ak	23.01.2026 09:23	murat.boztaş	23.01.2026 14:41	Atölye Giderleri Gönen	S.ACM.GNN.000172	Semih Mutlu	27.01.2026 09:13	ali.baplı	27.01.2026 15:33	Atölye Giderleri Gönen			MANİSA TEKNİK HIRDAVAT TİCARET LİMİTED ŞİRKETİ		19 NUMARA İZELTAŞ DÜZ - YILDIZ ANAHTAR 	5	Adet	30	TL	163	815	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.061	MEKANİK BAKIM ONARIM	T.032.003.000102	tunahan.ak	23.01.2026 09:23	murat.boztaş	23.01.2026 14:41	Atölye Giderleri Gönen	S.ACM.GNN.000172	Semih Mutlu	27.01.2026 09:13	ali.baplı	27.01.2026 15:33	Atölye Giderleri Gönen			MANİSA TEKNİK HIRDAVAT TİCARET LİMİTED ŞİRKETİ		22 NUMARA İZELTAŞ DÜZ - YILDIZ ANAHTAR	5	Adet	30	TL	220	1100	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.061	MEKANİK BAKIM ONARIM	T.032.003.000102	tunahan.ak	23.01.2026 09:23	murat.boztaş	23.01.2026 14:41	Atölye Giderleri Gönen	S.ACM.GNN.000172	Semih Mutlu	27.01.2026 09:13	ali.baplı	27.01.2026 15:33	Atölye Giderleri Gönen			MANİSA TEKNİK HIRDAVAT TİCARET LİMİTED ŞİRKETİ		24 NUMARA İZELTAŞ DÜZ - YILDIZ ANAHTAR	5	Adet	30	TL	269	1345	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.061	MEKANİK BAKIM ONARIM	T.032.003.000102	tunahan.ak	23.01.2026 09:23	murat.boztaş	23.01.2026 14:41	Atölye Giderleri Gönen	S.ACM.GNN.000172	Semih Mutlu	27.01.2026 09:13	ali.baplı	27.01.2026 15:33	Atölye Giderleri Gönen			MANİSA TEKNİK HIRDAVAT TİCARET LİMİTED ŞİRKETİ		10 NUMARA İZELTAŞ CIRCIR ANAHTAR 	5	Adet	30	TL	354,5	1772,5	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.061	MEKANİK BAKIM ONARIM	T.032.003.000102	tunahan.ak	23.01.2026 09:23	murat.boztaş	23.01.2026 14:41	Atölye Giderleri Gönen	S.ACM.GNN.000172	Semih Mutlu	27.01.2026 09:13	ali.baplı	27.01.2026 15:33	Atölye Giderleri Gönen			MANİSA TEKNİK HIRDAVAT TİCARET LİMİTED ŞİRKETİ		13 NUMARA İZELTAŞ CIRCIR ANAHTAR 	5	Adet	30	TL	413	2065	*			
32	2022-2026 ACEMOĞLU GIDA SAN. VE TİC. A.Ş.	Gönen	Gönen	HİZMET	730.05.061	MEKANİK BAKIM ONARIM	T.032.003.000102	tunahan.ak	23.01.2026 09:23	murat.boztaş	23.01.2026 14:41	Atölye Giderleri Gönen	S.ACM.GNN.000172	Semih Mutlu	27.01.2026 09:13	ali.baplı	27.01.2026 15:33	Atölye Giderleri Gönen			MANİSA TEKNİK HIRDAVAT TİCARET LİMİTED ŞİRKETİ		17 NUMARA İZELTAŞ CIRCIR ANAHTAR	5	Adet	30	TL	548	2740	*			
